# x0_norm x1_norm x0_plot x1_plot f_party0 f_party1 consensus
0.1857142845 0.2428571451 -2.2000000082 -1.7999999842 90.0000000000 89.0000000000 89.0000000000
0.1857142845 0.2428571451 -2.2000000082 -1.7999999842 90.0000000000 89.0000000000 89.0000000000
0.1857142845 0.2428571451 -2.2000000082 -1.7999999842 90.0000000000 89.0000000000 89.0000000000
0.1857142845 0.2428571451 -2.2000000082 -1.7999999842 90.0000000000 89.0000000000 89.0000000000
0.1857142845 0.2428571451 -2.2000000082 -1.7999999842 90.0000000000 89.0000000000 89.0000000000
0.1857142845 0.2428571451 -2.2000000082 -1.7999999842 90.0000000000 89.0000000000 89.0000000000
0.1857142845 0.2428571451 -2.2000000082 -1.7999999842 90.0000000000 89.0000000000 89.0000000000
0.1857142845 0.2428571451 -2.2000000082 -1.7999999842 90.0000000000 89.0000000000 89.0000000000
0.1857142881 0.2428571448 -2.1999999834 -1.7999999867 90.0000000000 89.0000000000 89.0000000000
0.1857142845 0.2428571451 -2.2000000082 -1.7999999842 90.0000000000 89.0000000000 89.0000000000
0.1857142845 0.2428571451 -2.2000000082 -1.7999999842 90.0000000000 89.0000000000 89.0000000000
0.1857142855 0.2428571396 -2.2000000018 -1.8000000231 90.0000000000 89.0000000000 89.0000000000
0.1857142832 0.2428571448 -2.2000000176 -1.7999999861 90.0000000000 89.0000000000 89.0000000000
0.1857142840 0.2428571458 -2.2000000120 -1.7999999796 90.0000000000 89.0000000000 89.0000000000
0.1857142893 0.2428571420 -2.1999999748 -1.8000000059 90.0000000000 89.0000000000 89.0000000000
0.1857142894 0.2428571442 -2.1999999745 -1.7999999904 90.0000000000 89.0000000000 89.0000000000
0.1857142828 0.2428571454 -2.2000000203 -1.7999999819 90.0000000000 89.0000000000 89.0000000000
0.1857142897 0.2428571418 -2.1999999721 -1.8000000071 90.0000000000 89.0000000000 89.0000000000
0.1857142864 0.2428571470 -2.1999999951 -1.7999999709 90.0000000000 89.0000000000 89.0000000000
0.1857142897 0.2428571440 -2.1999999721 -1.7999999922 90.0000000000 89.0000000000 89.0000000000
0.1857142816 0.2428571416 -2.2000000289 -1.8000000085 90.0000000000 89.0000000000 89.0000000000
0.1857142813 0.2428571416 -2.2000000310 -1.8000000089 90.0000000000 89.0000000000 89.0000000000
0.1857142902 0.2428571435 -2.1999999685 -1.7999999957 90.0000000000 89.0000000000 89.0000000000
0.1857142821 0.2428571455 -2.2000000254 -1.7999999816 90.0000000000 89.0000000000 89.0000000000
0.1857142899 0.2428571451 -2.1999999710 -1.7999999842 90.0000000000 89.0000000000 89.0000000000
0.1857142897 0.2428571455 -2.1999999721 -1.7999999815 90.0000000000 89.0000000000 89.0000000000
0.1857142837 0.2428571473 -2.2000000138 -1.7999999687 90.0000000000 89.0000000000 89.0000000000
0.1857142844 0.2428571381 -2.2000000090 -1.8000000330 90.0000000000 89.0000000000 89.0000000000
0.1857142814 0.2428571403 -2.2000000299 -1.8000000177 90.0000000000 89.0000000000 89.0000000000
0.1857142805 0.2428571415 -2.2000000362 -1.8000000097 90.0000000000 89.0000000000 89.0000000000
0.1857142886 0.2428571473 -2.1999999796 -1.7999999686 90.0000000000 89.0000000000 89.0000000000
0.1857142880 0.2428571477 -2.1999999839 -1.7999999661 90.0000000000 89.0000000000 89.0000000000
0.1857142870 0.2428571480 -2.1999999911 -1.7999999640 90.0000000000 89.0000000000 89.0000000000
0.1857142872 0.2428571481 -2.1999999893 -1.7999999635 90.0000000000 89.0000000000 89.0000000000
0.1857142915 0.2428571425 -2.1999999598 -1.8000000025 90.0000000000 89.0000000000 89.0000000000
0.1857142803 0.2428571439 -2.2000000381 -1.7999999924 90.0000000000 89.0000000000 89.0000000000
0.1857142861 0.2428571374 -2.1999999973 -1.8000000382 90.0000000000 89.0000000000 89.0000000000
0.1857142808 0.2428571461 -2.2000000342 -1.7999999775 90.0000000000 89.0000000000 89.0000000000
0.1857142909 0.2428571456 -2.1999999637 -1.7999999807 90.0000000000 89.0000000000 89.0000000000
0.1857142820 0.2428571380 -2.2000000260 -1.8000000339 90.0000000000 89.0000000000 89.0000000000
0.1857142798 0.2428571447 -2.2000000411 -1.7999999868 90.0000000000 89.0000000000 89.0000000000
0.1857142838 0.2428571373 -2.2000000133 -1.8000000392 90.0000000000 89.0000000000 89.0000000000
0.1857142802 0.2428571450 -2.2000000389 -1.7999999849 90.0000000000 89.0000000000 89.0000000000
0.1857142816 0.2428571474 -2.2000000285 -1.7999999679 90.0000000000 89.0000000000 89.0000000000
0.1857142904 0.2428571470 -2.1999999671 -1.7999999708 90.0000000000 89.0000000000 89.0000000000
0.1857142919 0.2428571448 -2.1999999565 -1.7999999861 90.0000000000 89.0000000000 89.0000000000
0.1857142845 0.2428571492 -2.2000000082 -1.7999999558 90.0000000000 89.0000000000 89.0000000000
0.1857142924 0.2428571428 -2.1999999529 -1.8000000002 90.0000000000 89.0000000000 89.0000000000
0.1857142924 0.2428571428 -2.1999999529 -1.8000000002 90.0000000000 89.0000000000 89.0000000000
0.1857142905 0.2428571474 -2.1999999666 -1.7999999679 90.0000000000 89.0000000000 89.0000000000
0.1857142877 0.2428571366 -2.1999999861 -1.8000000440 90.0000000000 89.0000000000 89.0000000000
0.1857142831 0.2428571491 -2.2000000184 -1.7999999561 90.0000000000 89.0000000000 89.0000000000
0.1857142919 0.2428571398 -2.1999999565 -1.8000000213 90.0000000000 89.0000000000 89.0000000000
0.1857142787 0.2428571439 -2.2000000492 -1.7999999928 90.0000000000 89.0000000000 89.0000000000
0.1857142816 0.2428571373 -2.2000000291 -1.8000000392 90.0000000000 89.0000000000 89.0000000000
0.1857142865 0.2428571499 -2.1999999942 -1.7999999506 90.0000000000 89.0000000000 89.0000000000
0.1857142787 0.2428571448 -2.2000000490 -1.7999999865 90.0000000000 89.0000000000 89.0000000000
0.1857142881 0.2428571360 -2.1999999831 -1.8000000479 90.0000000000 89.0000000000 89.0000000000
0.1857142912 0.2428571478 -2.1999999616 -1.7999999657 90.0000000000 89.0000000000 89.0000000000
0.1857142902 0.2428571490 -2.1999999684 -1.7999999568 90.0000000000 89.0000000000 89.0000000000
0.1857142800 0.2428571376 -2.2000000401 -1.8000000369 90.0000000000 89.0000000000 89.0000000000
0.1857142929 0.2428571461 -2.1999999499 -1.7999999775 90.0000000000 89.0000000000 89.0000000000
0.1857142843 0.2428571507 -2.2000000100 -1.7999999450 90.0000000000 89.0000000000 89.0000000000
0.1857142794 0.2428571380 -2.2000000445 -1.8000000341 90.0000000000 89.0000000000 89.0000000000
0.1857142939 0.2428571430 -2.1999999426 -1.7999999988 90.0000000000 89.0000000000 89.0000000000
0.1857142939 0.2428571430 -2.1999999426 -1.7999999988 90.0000000000 89.0000000000 89.0000000000
0.1857142914 0.2428571487 -2.1999999603 -1.7999999592 90.0000000000 89.0000000000 89.0000000000
0.1857142939 0.2428571430 -2.1999999426 -1.7999999988 90.0000000000 89.0000000000 89.0000000000
0.1857142939 0.2428571430 -2.1999999426 -1.7999999988 90.0000000000 89.0000000000 89.0000000000
0.1857142939 0.2428571430 -2.1999999426 -1.7999999988 90.0000000000 89.0000000000 89.0000000000
0.1857142939 0.2428571430 -2.1999999426 -1.7999999988 90.0000000000 89.0000000000 89.0000000000
0.1857142913 0.2428571490 -2.1999999610 -1.7999999570 90.0000000000 89.0000000000 89.0000000000
0.1857142805 0.2428571360 -2.2000000363 -1.8000000481 90.0000000000 89.0000000000 89.0000000000
0.1857142772 0.2428571402 -2.2000000595 -1.8000000186 90.0000000000 89.0000000000 89.0000000000
0.1857142899 0.2428571347 -2.1999999710 -1.8000000569 90.0000000000 89.0000000000 89.0000000000
0.1857142929 0.2428571485 -2.1999999499 -1.7999999602 90.0000000000 89.0000000000 89.0000000000
0.1857142791 0.2428571493 -2.2000000460 -1.7999999548 90.0000000000 89.0000000000 89.0000000000
0.1857142820 0.2428571342 -2.2000000260 -1.8000000608 90.0000000000 89.0000000000 89.0000000000
0.1857142798 0.2428571504 -2.2000000415 -1.7999999469 90.0000000000 89.0000000000 89.0000000000
0.1857142772 0.2428571383 -2.2000000594 -1.8000000317 90.0000000000 89.0000000000 89.0000000000
0.1857142760 0.2428571444 -2.2000000680 -1.7999999890 90.0000000000 89.0000000000 89.0000000000
0.1857142951 0.2428571459 -2.1999999344 -1.7999999790 90.0000000000 89.0000000000 89.0000000000
0.1857142809 0.2428571513 -2.2000000338 -1.7999999408 90.0000000000 89.0000000000 89.0000000000
0.1857142954 0.2428571454 -2.1999999324 -1.7999999819 90.0000000000 89.0000000000 89.0000000000
0.1857142955 0.2428571403 -2.1999999316 -1.8000000177 90.0000000000 89.0000000000 89.0000000000
0.1857142955 0.2428571403 -2.1999999316 -1.8000000177 90.0000000000 89.0000000000 89.0000000000
0.1857142775 0.2428571486 -2.2000000576 -1.7999999600 90.0000000000 89.0000000000 89.0000000000
0.1857142941 0.2428571368 -2.1999999413 -1.8000000422 90.0000000000 89.0000000000 89.0000000000
0.1857142941 0.2428571368 -2.1999999413 -1.8000000422 90.0000000000 89.0000000000 89.0000000000
0.1857142951 0.2428571386 -2.1999999346 -1.8000000300 90.0000000000 89.0000000000 89.0000000000
0.1857142941 0.2428571368 -2.1999999413 -1.8000000422 90.0000000000 89.0000000000 89.0000000000
0.5001663164 0.7423762828 0.0011642148 1.6966339796 87.9983011922 89.9978720568 87.9983011922
0.1964808391 0.2522229604 -2.1246341264 -1.7344392770 88.1034177624 87.8291560215 87.8291560215
0.1868968650 0.2281224050 -2.1917219451 -1.9031431651 89.5979919695 87.7325827064 87.7325827064
0.1759589786 0.2561678186 -2.2682871497 -1.7068252700 88.2585364794 87.4319673762 87.4319673762
0.1726215634 0.2396441784 -2.2916490561 -1.8224907511 87.4131569476 87.9607600280 87.4131569476
0.5157372989 0.7423815620 0.1101610925 1.6966709343 87.0266639308 88.5703967106 87.0266639308
0.4844291109 0.7393824769 -0.1089962239 1.6756773382 86.9664663614 88.5010258956 86.9664663614
0.2006969569 0.2343608708 -2.0951213020 -1.8594739043 86.5283912187 87.3046499374 86.5283912187
0.4981168546 0.7589018433 -0.0131820181 1.8123129032 86.2341182370 87.8161387024 86.2341182370
0.1839905455 0.2664632817 -2.2120661818 -1.6347570281 88.9810896503 85.7866084001 85.7866084001
0.1749022886 0.2211902588 -2.2756839797 -1.9516681881 87.4344945166 85.6501126188 85.6501126188
0.5144707160 0.7594439063 0.1012950123 1.8161073438 85.3238439675 86.5118946890 85.3238439675
0.1981805454 0.2194622678 -2.1127361822 -1.9637641253 86.7354652278 85.0018089783 85.0018089783
0.2002675725 0.2651939782 -2.0981269922 -1.6436421525 85.9942478430 84.9623315502 84.9623315502
0.5308562617 0.7422602639 0.2159938322 1.6958218476 84.3199694528 84.6311176183 84.3199694528
0.4781202080 0.7605086973 -0.1531585443 1.8235608812 84.0599258944 84.7280265203 84.0599258944
0.4701842151 0.7315179897 -0.2087104943 1.6206259278 83.7161596634 83.9530010580 83.7161596634
0.1631542925 0.2575475330 -2.3579199522 -1.6971672691 82.2369115184 84.9113845547 82.2369115184
0.4888208914 0.7713979299 -0.0782537601 1.8997855092 82.1128532669 82.6601601412 82.1128532669
0.5080172618 0.7126953027 0.0561208328 1.4888671186 81.7267724283 82.2415828980 81.7267724283
0.1844857352 0.2063668793 -2.2085998539 -2.0554318452 87.6672179605 81.5427768958 81.5427768958
0.2042531768 0.2077544565 -2.0702277624 -2.0457188047 82.9033035794 80.2828350076 80.2828350076
0.5205262004 0.7734902738 0.1436834025 1.9144319164 80.2489764521 80.1499536143 80.1499536143
0.4879854846 0.7092971260 -0.0841016077 1.4650798819 80.0678467776 80.1597473041 80.0678467776
0.2118763347 0.2620841934 -2.0168656569 -1.6654106460 79.5946863270 83.1108843706 79.5946863270
0.2140922802 0.2465551570 -2.0013540389 -1.7741139013 78.5300194545 84.4148096094 78.5300194545
0.2053724523 0.2822514983 -2.0623928338 -1.5242395120 81.7942614790 78.3986804946 78.3986804946
0.4530324869 0.7357452141 -0.3287725920 1.6502164988 79.3982199910 77.6800817254 77.6800817254
0.4539797020 0.7574843976 -0.3221420860 1.8023907831 78.7014348914 76.9258205509 76.9258205509
0.4697949200 0.7093820509 -0.2114355598 1.4656743560 77.3920403210 76.3228966794 76.3228966794
0.5296538618 0.7086575744 0.2075770327 1.4606030208 77.2103102883 76.1319955505 76.1319955505
0.5422414684 0.7192927299 0.2956902785 1.5350491095 77.7850988087 76.1047135108 76.1047135108
0.5081903319 0.7847964057 0.0573323236 1.9935748398 76.4712490031 75.8841088894 75.8841088894
0.1838747129 0.2925900855 -2.2128770099 -1.4518694016 85.7066139976 75.6448668788 75.6448668788
0.1863203845 0.1922739039 -2.1957573088 -2.1540826727 85.6075684830 75.2371251983 75.2371251983
0.4618148647 0.7732709682 -0.2672959470 1.9128967776 76.6840128196 75.0552150580 75.0552150580
0.5460262049 0.7666411571 0.3221834341 1.8664880997 76.5664253385 74.4075705662 74.4075705662
0.8000252920 0.3570846944 2.1001770441 -1.0004071391 77.2869876863 73.9999795928 73.9999795928
0.1516192923 0.2370745801 -2.4386649542 -1.8404779390 73.9028344311 82.3835015136 73.9028344311
0.4878020541 0.6972307063 -0.0853856216 1.3806149442 74.2937642146 73.2157383965 73.2157383965
0.1529396195 0.2035876734 -2.4294226637 -2.0748862861 72.8354179808 75.0419745743 72.8354179808
0.8101207490 0.3448608680 2.1708452432 -1.0859739242 75.0545542229 72.5764069442 72.5764069442
0.7849961581 0.3572364357 1.9949731068 -0.9993449498 77.9981430603 72.4105518230 72.4105518230
0.2204809646 0.2159891530 -1.9566332476 -1.9880759290 72.3481668257 78.5082931117 72.3481668257
0.8161350775 0.3591044079 2.2129455426 -0.9862691444 74.8072217575 72.1474241550 72.1474241550
0.2206310813 0.2719368899 -1.9555824307 -1.5964417705 72.0460774623 77.8205513822 72.0460774623
0.7993272664 0.3784857851 2.0952908651 -0.8505995041 74.6501314067 71.8941954880 71.8941954880
0.1633245721 0.1899996283 -2.3567279951 -2.1700026022 78.2996973252 71.7263366642 71.7263366642
0.1695680068 0.2984570539 -2.3130239522 -1.4108006229 81.0758114326 71.4406400827 71.4406400827
0.2103810757 0.1903933051 -2.0273324698 -2.1672468645 76.9572262845 71.4259706972 71.4259706972
0.7813402562 0.3393718225 1.9693817932 -1.1243972426 76.0338288276 70.1402987404 70.1402987404
0.4377504368 0.7419296590 -0.4357469425 1.6935076131 73.9599419292 70.0727599042 70.0727599042
0.4392259478 0.7222827167 -0.4254183653 1.5559790167 72.1436308528 68.1233424966 68.1233424966
0.7715717852 0.3479232158 1.9010024963 -1.0645374893 76.7919704526 68.0837261945 68.0837261945
0.8034171360 0.3939214874 2.1239199522 -0.7425495881 69.1985547209 67.8527799507 67.8527799507
0.5002645022 0.6881067731 0.0018515151 1.3167474118 69.6265488890 67.7915798180 67.7915798180
0.1442054086 0.2497732733 -2.4905621395 -1.7515870867 67.2063281624 79.3802605970 67.2063281624
0.8257590731 0.3329852923 2.2803135120 -1.1691029542 69.3533982849 66.8958582247 66.8958582247
0.2275765207 0.2570307294 -1.9069643551 -1.7007848939 66.6730353221 78.4373243373 66.6730353221
0.8269470657 0.3807713023 2.2886294601 -0.8346008836 69.1903299091 66.5995542004 66.5995542004
0.7715717843 0.3781415253 1.9010024904 -0.8530093232 74.6859577001 66.5673181447 66.5673181447
0.1790126409 0.1765990438 -2.2469115136 -2.2638066936 81.9801133822 66.5223942482 66.5223942482
0.7669606462 0.3617829202 1.8687245236 -0.9675195585 76.6506012257 66.5143190587 66.5143190587
0.5256875719 0.7954669670 0.1798130035 2.0682687687 68.8215417021 66.3910755826 66.3910755826
0.4750454848 0.6899091487 -0.1746816067 1.3293640412 68.7442119185 66.3262092075 66.3262092075
0.1499721786 0.3001742910 -2.4501947498 -1.3987799629 68.0201672073 66.0549576197 66.0549576197
0.2227322551 0.2994280434 -1.9408742143 -1.4040036963 67.0728759090 66.0275792773 66.0275792773
0.4669117142 0.7937083129 -0.2316180009 2.0559581901 68.4585334524 65.6723260916 65.6723260916
0.5048767555 0.8005941829 0.0341372885 2.1041592803 67.7507565275 65.5719471446 65.5719471446
0.5445104106 0.6971677095 0.3115728740 1.3801739665 68.4030770519 65.0110012879 65.0110012879
0.5217481635 0.6868356241 0.1522371448 1.3078493687 67.4199584190 64.8834865176 64.8834865176
0.1857142954 0.3137759324 -2.1999999319 -1.3035684729 81.5794785750 63.9734366546 63.9734366546
0.7898959769 0.4065094072 2.0292718386 -0.6544341496 64.4268036234 62.8027184103 62.8027184103
0.4377504377 0.7772853198 -0.4357469361 1.9409972383 67.4232098761 62.6502470415 62.6502470415
0.1397974068 0.2676017044 -2.5214181525 -1.6267880695 62.2794765960 74.6128490648 62.2794765960
0.8121912023 0.3067319939 2.1853384160 -1.3528760429 61.9756093302 62.1105758985 61.9756093302
0.4273192556 0.7621414676 -0.5087652111 1.8349902732 67.4528737558 61.7803281626 61.7803281626
0.8407392441 0.3376650483 2.3851747090 -1.1363446618 66.1095069905 61.5579737499 61.5579737499
0.7665296251 0.3925417014 1.8657073757 -0.7522080901 69.5683393089 61.3575601326 61.3575601326
0.7563143032 0.3479232158 1.7942001222 -1.0645374893 74.5382411112 61.2286885881 61.2286885881
0.1401384517 0.2855945862 -2.5190308378 -1.5008378964 61.1413942748 69.0354024012 61.1413942748
0.7657623685 0.3220283292 1.8603365793 -1.2458016957 69.5836379630 61.1283962545 61.1283962545
0.4348117511 0.7030147843 -0.4563177426 1.4211034903 64.2500488981 58.8725697033 58.8725697033
0.7884007062 0.2987317763 2.0188049437 -1.4088775659 59.7299827579 58.8611846608 58.8611846608
0.8446702609 0.3814277162 2.4126918265 -0.8300059868 63.7384180364 58.8083605166 58.8083605166
0.2284328548 0.1751682700 -1.9009700167 -2.2738221102 60.4610249546 58.5588500076 58.5588500076
0.2200250679 0.3151653201 -1.9598245245 -1.2938427591 66.6058013016 58.5215605571 58.5215605571
0.4894631660 0.6758615891 -0.0737578378 1.2310311238 61.6641144418 58.4602341009 58.4602341009
0.8496794103 0.3563224469 2.4477558724 -1.0057428716 64.9229781864 58.3219282921 58.3219282921
0.7655997548 0.3095295736 1.8591982839 -1.3332929850 64.1649097728 57.1950583694 57.1950583694
0.1534786241 0.3184662344 -2.4256496311 -1.2707363590 67.5309956731 57.1831054634 57.1831054634
0.2358462356 0.2870940377 -1.8490763507 -1.4903417360 56.6543051130 66.5466888295 56.6543051130
0.7789192665 0.4170693554 1.9524348656 -0.5805145122 58.7962001724 56.4834688692 56.4834688692
0.8265077993 0.3003041429 2.2855545954 -1.3978710000 56.2440591649 56.3653083944 56.2440591649
0.1431251771 0.1699831741 -2.4981237605 -2.3101177816 59.7177850877 55.8628675047 55.8628675047
0.4555515688 0.6811055401 -0.3111390184 1.2677387805 59.7902074173 55.2449263597 55.2449263597
0.2388432803 0.2133655436 -1.8280970381 -2.0064411951 54.9219677590 70.0556360603 54.9219677590
0.1998427913 0.1578821389 -2.1011004611 -2.3948250276 75.5695470609 54.6926604303 54.6926604303
0.4137569309 0.7277088008 -0.6037014837 1.5939616058 61.9243411502 54.4826984085 54.4826984085
0.4622837329 0.8087976087 -0.2640138698 2.1615832607 58.7831807479 54.4306655834 54.4306655834
0.2094406920 0.3265000947 -2.0339151560 -1.2144993369 71.3825945465 54.2181450548 54.2181450548
0.5496306634 0.6821241209 0.3474146435 1.2748688462 59.0703262391 54.1680756731 54.1680756731
0.5386816899 0.8097354715 0.2707718292 2.1681483003 58.0216962288 53.5379195672 53.5379195672
0.1606994722 0.1573768250 -2.3751036946 -2.3983622253 70.2018555613 52.9083848180 52.9083848180
0.1295878823 0.2243116210 -2.5928848238 -1.9298186531 52.5021037240 70.9988469038 52.5021037240
0.7702680215 0.2925287764 1.8918761506 -1.4522985651 55.6922440172 52.1751194606 52.1751194606
0.1823696040 0.3332806689 -2.2234127722 -1.1670353176 76.5714273500 51.9956188792 51.9956188792
0.8374454903 0.2931224817 2.3621184322 -1.4481426279 50.2250750705 49.8720323119 49.8720323119
0.5355355088 0.6656983978 0.2487485614 1.1598887843 52.2271335948 47.2516804146 47.2516804146
0.7544890659 0.2941167175 1.7814234614 -1.4411829775 54.7433583039 47.1305059180 47.1305059180
