# x0_norm x1_norm x0_plot x1_plot f_party0 f_party1 consensus
0.4923437308 0.7447445271 -0.0535938844 1.7132116900 87.7445898455 89.6298277099 87.7445898455
0.4963308751 0.7488633501 -0.0256838740 1.7420434510 87.6993832836 89.6156778290 87.6993832836
0.5082232814 0.7443677164 0.0575629701 1.7105740151 87.7179473640 89.5885796752 87.7179473640
0.5025376380 0.7497703593 0.0177634657 1.7483925150 87.6467283394 89.5570631663 87.6467283394
0.5087814972 0.7421165946 0.0614704806 1.6948161624 87.6924961978 89.5483615685 87.6924961978
0.4924595195 0.7385012433 -0.0527833636 1.6695087031 87.6459206127 89.5095114382 87.6459206127
0.5053213635 0.7491719671 0.0372495444 1.7442037696 87.6149601876 89.4975932940 87.6149601876
0.5041173222 0.7358365660 0.0288212552 1.6508559622 87.5951865607 89.4836404257 87.5951865607
0.4945820839 0.7493722813 -0.0379254129 1.7456059690 87.5932978376 89.4698625973 87.5932978376
0.4900619510 0.7429424940 -0.0695663429 1.7005974578 87.6111146890 89.4278469705 87.6111146890
0.4904627218 0.7454919507 -0.0667609471 1.7184436546 87.5943100824 89.4142889858 87.5943100824
0.5073670087 0.7370409333 0.0515690606 1.6592865333 87.5544177589 89.3988353361 87.5544177589
0.5053983055 0.7353681243 0.0377881387 1.6475768704 87.5008492742 89.3558114575 87.5008492742
0.5008593043 0.7340534270 0.0060151301 1.6383739892 87.4658643819 89.3387488044 87.4658643819
0.5061592004 0.7355139963 0.0431144030 1.6485979742 87.4811399353 89.3233570733 87.4811399353
0.5104712609 0.7453659100 0.0732988260 1.7175613703 87.5253777499 89.3119411451 87.5253777499
0.5019599561 0.7518045811 0.0137196926 1.7626320675 87.4362667814 89.2993124933 87.4362667814
0.5097360903 0.7382784178 0.0681526319 1.6679489248 87.4833706920 89.2737536765 87.4833706920
0.4894074399 0.7460894808 -0.0741479210 1.7226263659 87.4869537974 89.2621493314 87.4869537974
0.4913768517 0.7363326852 -0.0603620378 1.6543287965 87.4158908074 89.2092345712 87.4158908074
0.4999600014 0.7525309113 -0.0002799901 1.7677163794 87.3589650411 89.2073256919 87.3589650411
0.5068673001 0.7507408223 0.0480711007 1.7551857559 87.3887561608 89.2007457850 87.3887561608
0.4879646954 0.7427786315 -0.0842471323 1.6994504207 87.4302798550 89.1621639765 87.4302798550
0.4890137492 0.7469195976 -0.0769037557 1.7284371835 87.4122717960 89.1621469578 87.4122717960
0.5121327966 0.7407485253 0.0849295761 1.6852396770 87.3907240471 89.1111903672 87.3907240471
0.5004728685 0.7531915354 0.0033100792 1.7723407481 87.2679320038 89.0946534709 87.2679320038
0.4935130550 0.7517535376 -0.0454086149 1.7622747634 87.2926930423 89.0867793546 87.2926930423
0.4884318357 0.7386354973 -0.0809771499 1.6704484811 87.3518463958 89.0755167450 87.3518463958
0.4893804745 0.7369453594 -0.0743366785 1.6586175155 87.3174110067 89.0523572404 87.3174110067
0.4976286217 0.7532897329 -0.0165996480 1.7730281306 87.2329068103 89.0464288636 87.2329068103
0.5004705109 0.7534715697 0.0032935766 1.7743009876 87.2279539767 89.0452719078 87.2279539767
0.5076843376 0.7514335226 0.0537903630 1.7600346579 87.2644156182 89.0362797288 87.2644156182
0.4991832090 0.7536109641 -0.0057175371 1.7752767484 87.2059150127 89.0176406787 87.2059150127
0.5089744274 0.7349198411 0.0628209919 1.6444388875 87.2522759236 89.0015648687 87.2522759236
0.1844881038 0.2425686557 -2.2085832734 -1.8020194101 89.9769941045 88.9908744062 88.9908744062
0.1870022120 0.2420278229 -2.1909845162 -1.8058052396 89.9735719091 88.9864508490 88.9864508490
0.1866845185 0.2444093474 -2.1932083706 -1.7891345681 89.9814525611 88.9805160657 88.9805160657
0.1840316509 0.2416954779 -2.2117784438 -1.8081316546 89.9545872416 88.9758494414 88.9758494414
0.5129368164 0.7456761200 0.0905577150 1.7197328400 87.2879053243 88.9658511715 87.2879053243
0.5105722425 0.7496641201 0.0740056973 1.7476488407 87.2436952212 88.9623162076 87.2436952212
0.1869708558 0.2453364760 -2.1912040092 -1.7826446682 89.9651915174 88.9550232729 88.9550232729
0.5072231964 0.7522614600 0.0505623751 1.7658302199 87.1898535618 88.9505418621 87.1898535618
0.4935932656 0.7329189145 -0.0448471408 1.6304324014 87.1630166707 88.9276195132 87.1630166707
0.5109798788 0.7499092868 0.0768591513 1.7493650076 87.1861883049 88.8833137421 87.1861883049
0.5132290717 0.7390934864 0.0926035021 1.6736544046 87.2156000694 88.8696790338 87.2156000694
0.4863860994 0.7401838204 -0.0952973043 1.6812867426 87.2230265275 88.8693678750 87.2230265275
0.5132812517 0.7468906669 0.0929687618 1.7282346682 87.1958553636 88.8440679953 87.1958553636
0.4897130178 0.7509452696 -0.0720088752 1.7566168874 87.1369698499 88.8361026522 87.1369698499
0.1836715371 0.2479688470 -2.2142992405 -1.7642180712 89.8906837565 88.8235333507 88.8235333507
0.4908123840 0.7337194545 -0.0643133120 1.6360361818 87.0975488308 88.8070810291 87.0975488308
0.4956245215 0.7315065609 -0.0306283498 1.6205459261 87.0439459912 88.8007027047 87.0439459912
0.5057137202 0.7319152129 0.0399960415 1.6234064905 87.0532011711 88.7997623575 87.0532011711
0.1827417754 0.2377903736 -2.2208075724 -1.8354673845 89.8206946633 88.7994612802 88.7994612802
0.1848203048 0.2369122713 -2.2062578664 -1.8416141011 89.9257542579 88.7891728846 88.7891728846
0.4860386230 0.7460988713 -0.0977296390 1.7226920992 87.1626637222 88.7861819875 87.1626637222
0.1919215970 0.2427330801 -2.1565488207 -1.8008684391 89.4159784096 88.7787731925 88.7787731925
0.1802274668 0.2397139434 -2.2384077325 -1.8220023959 89.5261062628 88.7695801284 88.7695801284
0.1792001657 0.2431831193 -2.2455988404 -1.7977181651 89.3568746996 88.7558739042 88.7558739042
0.1812964443 0.2476226509 -2.2309248896 -1.7666414434 89.6639287744 88.7554975826 88.7554975826
0.4974446410 0.7548425881 -0.0178875133 1.7838981169 86.9924475343 88.7486807688 86.9924475343
0.5051144254 0.7314227707 0.0358009777 1.6199593947 87.0036036936 88.7444877252 87.0036036936
0.4998137320 0.7552149875 -0.0013038758 1.7865049123 86.9561784729 88.7098529798 86.9561784729
0.2032220951 0.2212344618 -2.0774453340 -1.9513587674 84.6808281329 84.6184953775 84.6184953775
0.2079050385 0.2597364698 -2.0446647308 -1.6818447114 82.3555904001 84.6172881441 82.3555904001
0.1640239946 0.2249304412 -2.3518320381 -1.9254869116 82.6028945050 84.5348074390 82.6028945050
0.5316714606 0.7453815716 0.2217002240 1.7176710013 84.0879437516 84.3050844141 84.0879437516
0.4676869314 0.7366090222 -0.2261914803 1.6562631552 83.7193749386 83.8226754539 83.7193749386
0.4713695631 0.7586074586 -0.2004130582 1.8102522100 83.1962857325 83.3821371244 83.1962857325
0.5175355367 0.7181845399 0.1227487568 1.5272917796 82.7638917558 83.2968895744 82.7638917558
0.1583025405 0.2593635296 -2.3918822166 -1.6844552929 78.8489823559 83.2822127209 78.8489823559
0.5250308606 0.7656011817 0.1752160242 1.8592082722 82.1733232862 82.3069840897 82.1733232862
0.1838710578 0.2778495758 -2.2129025956 -1.5550529691 87.8227175468 82.1079271448 82.1079271448
0.5001940838 0.7753478306 0.0013585865 1.9274348144 81.0335183726 81.4521569418 81.0335183726
0.1791003617 0.2042926585 -2.2462974678 -2.0699513904 86.7796051052 80.4938624696 80.4938624696
0.2270591059 0.2470818333 -1.9105862588 -1.7704271672 67.4003100516 79.6065014522 67.4003100516
0.2216236885 0.2196026716 -1.9486341805 -1.9627812986 71.6205607750 79.0341093729 71.6205607750
0.1971621689 0.1998928687 -2.1198648176 -2.1007499191 84.9118856914 78.1785708435 78.1785708435
0.2266933870 0.2652594531 -1.9131462909 -1.6431838280 67.1066403816 77.2669001339 67.1066403816
0.5448268176 0.7585920968 0.3137877232 1.8101446773 78.8774477517 77.2203348834 77.2203348834
0.1439866989 0.2194691836 -2.4920931076 -1.9637157151 66.3499063368 76.7310056758 66.3499063368
0.1986013940 0.2898752014 -2.1097902422 -1.4708735899 83.8116709748 76.1563425689 76.1563425689
0.2163981294 0.2016545926 -1.9852130943 -2.0884178519 74.2606482670 74.9186120472 74.2606482670
0.1560146249 0.2006516869 -2.4078976260 -2.0954381920 74.8875859801 74.7947759531 74.7947759531
0.4879890403 0.6995181944 -0.0840767179 1.3966273611 75.4997234759 74.6597013019 74.6597013019
0.4458904118 0.7446350478 -0.3787671176 1.7124453347 77.1546821823 74.4755675470 74.4755675470
0.1401484315 0.2693315398 -2.5189609794 -1.6146792215 62.5100336968 74.3341004228 62.5100336968
0.8005381789 0.3564178859 2.1037672520 -1.0050747986 77.2320715619 73.9954716949 73.9954716949
0.4562027060 0.7708160683 -0.3065810583 1.8957124782 75.9639438143 73.8520327956 73.8520327956
0.8054379242 0.3739395812 2.1380654691 -0.8824229316 74.9802408789 72.4835337180 72.4835337180
0.2181342862 0.2886433997 -1.9730599969 -1.4794962019 72.3331847669 72.4685895438 72.3331847669
0.7874705288 0.3689094492 2.0122937016 -0.9176338557 77.1501801473 72.2521495721 72.2521495721
0.7898292558 0.3405887717 2.0288047903 -1.1158785981 76.2898875476 72.0057805209 72.0057805209
0.8108333976 0.3372622094 2.1758337835 -1.1391645345 73.5186805508 71.3597593589 71.3597593589
0.1602821959 0.2954680046 -2.3780246288 -1.4317239675 76.4372522533 71.1771533908 71.1771533908
0.5115006410 0.7920108051 0.0805044869 2.0440756356 72.4321265100 71.0138231113 71.0138231113
0.5361268760 0.7835093717 0.2528881317 1.9845656017 72.9451164977 70.7617382871 70.7617382871
0.1261194717 0.2410417654 -2.6171636982 -1.8127076425 49.3872824593 70.7470445286 49.3872824593
0.4858010694 0.7926910631 -0.0993925140 2.0488374416 71.8284020707 70.2479945237 70.2479945237
0.1837037748 0.3030337879 -2.2140735764 -1.3787634850 83.7972009339 70.1512531828 70.1512531828
0.5528301749 0.8707767254 0.3698112245 2.5954370778 21.6239553450 69.9947866850 21.6239553450
0.2466357064 0.2466839222 -1.7735500551 -1.7732125448 48.0604262202 69.9683560058 48.0604262202
0.8243094932 0.3545846258 2.2701664526 -1.0179076197 72.9232793462 69.8711836256 69.8711836256
0.7758551770 0.3523759848 1.9309862390 -1.0333681062 77.5230478012 69.8534232800 69.8534232800
0.5308146848 0.6973819885 0.2157027933 1.3816739194 71.7508592893 69.6171958081 69.6171958081
0.1418283753 0.2873317339 -2.5072013726 -1.4886778629 62.5379399381 69.0226903719 62.5379399381
0.7975098686 0.3232873509 2.0825690799 -1.2369885440 70.8754284319 68.7814684595 68.7814684595
0.7956731815 0.3912475425 2.0697122703 -0.7612672028 70.9086448503 68.6248774567 68.6248774567
0.5516223981 0.8889013641 0.3613567870 2.7223095487 14.7542171835 67.9159063009 14.7542171835
0.8266593555 0.3758658138 2.2866154888 -0.8689393032 70.3970972863 67.5813735170 67.5813735170
0.2375343955 0.2034265834 -1.8372592318 -2.0760139161 55.4644903092 67.5717493577 55.4644903092
0.5719430444 0.8740744378 0.5036013105 2.6185210646 18.1761777757 67.3833497451 18.1761777757
0.5641201534 0.8554111349 0.4488410739 2.4878779445 27.2015243499 67.3254011796 27.2015243499
0.2458779130 0.2713422510 -1.7788546092 -1.6006042431 48.0576031930 66.7973244678 48.0576031930
0.1320976634 0.2030538267 -2.5753163564 -2.0786232129 53.6865697889 66.6210839223 53.6865697889
0.2066136737 0.3068943898 -2.0537042839 -1.3517392715 77.1629498690 66.1042432211 66.1042432211
0.2004260127 0.1768746334 -2.0970179109 -2.2618775659 79.6951534779 65.9473383079 65.9473383079
0.7711071030 0.3323386931 1.8977497212 -1.1736291480 73.6317048158 65.6681872384 65.6681872384
0.8310185218 0.3366053773 2.3171296525 -1.1437623586 68.8361246018 65.6655202025 65.6655202025
0.8210333967 0.3210960313 2.2472337771 -1.2523277809 66.6372070936 65.3115558880 65.3115558880
0.1722394790 0.1737884057 -2.2943236473 -2.2834811600 79.5160364149 64.3119917737 64.3119917737
0.7631148385 0.3707515883 1.8418038693 -0.9047388820 75.1390310464 64.1435175642 64.1435175642
0.2385408152 0.2923129799 -1.8302142937 -1.4538091407 53.5461751796 63.3003905831 53.5461751796
0.4319971076 0.7169165413 -0.4760202467 1.5184157892 67.8580983387 62.6534704963 62.6534704963
0.5668518613 0.9021493302 0.4679630288 2.8150453111 9.9205281583 62.4654732935 9.9205281583
0.4258970143 0.7539791373 -0.5187208997 1.7778539608 68.1327749616 62.4001343631 62.4001343631
0.5886737169 0.8656820970 0.6207160185 2.5597746792 19.0332282028 61.3914353130 19.0332282028
0.5669516375 0.8369217061 0.4686614623 2.3584519424 36.0566130226 60.9414427020 36.0566130226
0.5879688449 0.8852329488 0.6157819144 2.6966306415 12.7648931320 60.7397296687 12.7648931320
0.7903938086 0.4129240958 2.0327566603 -0.6095313295 61.1076705567 60.2355179644 60.2355179644
0.8461620980 0.3542693999 2.4231346860 -1.0201142006 66.1701879513 60.2204614169 60.2204614169
0.5829287385 0.8463869193 0.5805011692 2.4247084354 27.9832119214 60.0821732630 27.9832119214
0.1076073118 0.2530377346 -2.7467488177 -1.7287358581 32.0417249014 59.6165959941 32.0417249014
0.2327980445 0.1795139911 -1.8704136883 -2.2434020625 57.2191909544 59.2699928037 57.2191909544
0.8335057304 0.3999503458 2.3345401130 -0.7003475795 61.0160054182 59.1351001971 59.1351001971
0.2607586022 0.2165803895 -1.6746897848 -1.9839372736 34.2890516188 59.1274751808 34.2890516188
0.7705621459 0.4043151016 1.8939350211 -0.6697942889 64.8819407893 59.1258056848 59.1258056848
0.5487521609 0.7966552521 0.3412651260 2.0765867649 63.0959020895 58.7185010976 58.7185010976
0.7859641519 0.2990496377 2.0017490632 -1.4066525359 59.9222595226 58.6449151161 58.6449151161
0.7530999459 0.3372502931 1.7716996214 -1.1392479481 72.1033239494 58.3739412350 58.3739412350
0.8107952621 0.4170417507 2.1755668345 -0.5807077452 57.2942677951 58.3103490919 57.2942677951
0.7499524938 0.3564245063 1.7496674566 -1.0050284557 73.6500979019 58.1163756621 58.1163756621
0.4580980705 0.6839507274 -0.2933135065 1.2876550918 62.0239861264 57.8831375999 57.8831375999
0.7606594742 0.3152255604 1.8246163193 -1.2934210775 66.1081494476 57.0313864278 57.0313864278
0.2319666384 0.3128757482 -1.8762335310 -1.3098697628 56.9750029966 56.1862187470 56.1862187470
0.8217345217 0.2967598938 2.2521416520 -1.4226807435 55.3503087233 56.1357537781 55.3503087233
0.1870423488 0.3281318741 -2.1907035586 -1.2030768816 78.0605436359 55.2105542573 55.2105542573
0.7486485259 0.3826380667 1.7405396810 -0.8215335329 69.7087675101 55.0693973102 55.0693973102
0.5080074197 0.8150279801 0.0560519382 2.2051958607 58.4129542640 54.7781553468 54.7781553468
0.5875202471 0.9072555263 0.6126417300 2.8507886843 7.5565839171 54.6853608145 7.5565839171
0.5522341658 0.8201280948 0.3656391608 2.2408966634 48.8391793988 53.9618272291 48.8391793988
0.5057952405 0.6680383371 0.0405666834 1.1762683594 56.7410895875 52.9034800303 52.9034800303
0.5183645159 0.8536345229 0.1285516110 2.4754416602 33.2313651929 27.6045901567 27.6045901567
