1674.4	7.9347	0.071984
1675.4	8.2393	0.068124
1667.1	8.4079	0.0612
1667.5	8.2719	0.072056
1668	8.136	0.080984
1671.7	7.0481	0.083
1672.2	7.1934	0.08224
1677.2	6.8969	0.17432
1678.1	6.7754	0.18954
1679	6.6265	0.20476
1679.9	6.4501	0.21998
1680.4	6.3821	0.2321
1680.8	6.2461	0.2352
1668.6	8.6515	0.059556
1673.2	7.4368	0.076636
1673.7	7.5673	0.075876
1674.8	7.8396	0.071144
1675.3	7.9553	0.070384
1676.3	8.2565	0.066524
1667.9	8.4251	0.0596
1668.4	8.2892	0.070456
1668.9	8.1532	0.079384
1672.6	7.0653	0.0814
1673.1	7.2141	0.08064
1678.1	6.9141	0.1708
1679	6.7926	0.1857
1679.9	6.6437	0.2006
1680.8	6.4673	0.2155
1681.3	6.3993	0.2273
1681.7	6.2633	0.2304
1669.5	8.6687	0.057956
1674.1	7.454	0.075036
1674.6	7.588	0.074276
1675.7	7.8568	0.069544
1676.2	7.976	0.068784
1677.2	8.2737	0.064924
1677.7	8.3781	0.064164
1668.8	8.4424	0.058
1669.3	8.3064	0.068856
1669.8	8.1704	0.077784
1673.5	7.0826	0.0798
1674	7.2348	0.07904
1679	6.9313	0.16728
1679.9	6.8099	0.18186
1680.8	6.6609	0.19644
1681.2	6.6205	0.20888
1681.7	6.4845	0.21102
1682.2	6.4165	0.2225
1682.6	6.2806	0.2256
1670.4	8.6859	0.056356
1675	7.4712	0.073436
1675.5	7.6087	0.072676
1676.6	7.874	0.067944
1677	7.9967	0.067184
1678.1	8.2909	0.063324
1678.6	8.3988	0.062564
1685.9	9.552	0.0491
1669.7	8.4596	0.0564
1670.2	8.3236	0.067256
1670.7	8.1876	0.076184
1674.4	7.0998	0.0782
1674.8	7.2554	0.07744
1680.8	6.8271	0.17802
1681.7	6.6781	0.19228
1682.1	6.6377	0.2044
1682.6	6.5017	0.20654
1683	6.4338	0.2177
1683.5	6.2978	0.2208
1671.3	8.7031	0.054756
1675.9	7.4885	0.071836
1676.4	7.6293	0.071076
1677.5	7.8912	0.066344
1677.9	8.0173	0.065584
1679	8.3081	0.061724
1679.5	8.4195	0.060964
1685.3	9.3063	0.050376
1686.3	9.6015	0.04826
1686.8	9.6036	0.0475
1688.4	9.9151	0.045496
1670.6	8.4768	0.0548
1671.1	8.3408	0.065656
1671.5	8.2048	0.074584
1675.3	7.117	0.0766
1675.7	7.2761	0.07584
1676.2	7.4263	0.07508
1681.7	6.8443	0.17418
1682.6	6.6954	0.18812
1683	6.6549	0.19992
1683.5	6.5189	0.20206
1683.9	6.451	0.2129
1684.4	6.315	0.216
1672.2	8.7204	0.053156
1676.8	7.5057	0.070236
1677.3	7.65	0.069476
1677.8	7.7855	0.068716
1673.7	8.978	0.052384
1678.4	7.9085	0.064744
1678.8	8.038	0.063984
1679.3	8.1587	0.063224
1679.8	8.2705	0.062464
1679.9	8.3254	0.060124
1680.4	8.4401	0.059364
1684.3	9.2235	0.051816
1684.7	9.2704	0.051056
1685.2	9.3084	0.050296
1685.7	9.3376	0.049536
1686.2	9.358	0.048776
1683.9	9.363	0.05198
1684.4	9.4305	0.05122
1684.9	9.4892	0.05046
1685.3	9.539	0.0497
1685.8	9.58	0.04894
1686.3	9.6121	0.04818
1686.8	9.6353	0.04742
1687.2	9.6497	0.04666
1687.7	9.6553	0.0459
1688.3	9.9763	0.045416
1688.8	9.976	0.044656
1689.2	9.9667	0.043896
1690.3	10.316	0.043524
1690.8	10.292	0.042764
1692.3	10.632	0.042504
1693.7	10.375	0.041356
1695.2	10.745	0.0394
