 55.000000  83.090000 2400.000000  12.800000 22.428078 30.445107 0.442192 
 55.000000  83.090000 2400.000000  13.700000 24.138694 28.445064 0.442192 
 55.000000  83.090000 2400.000000  14.600000 25.849310 26.691601 0.442192 
 55.000000  83.090000 2400.000000  19.100000 34.402391 20.403004 0.442192 
 55.000000  83.090000 2600.000000  11.000000 19.006846 32.701877 0.562374 
 55.000000  83.090000 2600.000000  11.900000 20.717462 30.228626 0.562374 
 55.000000  83.090000 2600.000000  12.800000 22.428078 28.103176 0.562374 
 55.000000  83.090000 2600.000000  13.700000 24.138694 26.256982 0.562374 
 55.000000  83.090000 2600.000000  14.600000 25.849310 24.638401 0.562374 
 55.000000  83.090000 2600.000000  17.300000 30.981158 20.793101 0.562374 
 55.000000  83.090000 2600.000000  20.000000 36.113007 17.986033 0.562374 
 55.000000  83.090000 2800.000000  11.000000 19.006846 30.366029 0.682557 
 55.000000  83.090000 2800.000000  11.900000 20.717462 28.069439 0.682557 
 55.000000  83.090000 2800.000000  12.800000 22.428078 26.095806 0.682557 
 55.000000  83.090000 2800.000000  13.700000 24.138694 24.381483 0.682557 
 55.000000  83.090000 3000.000000  11.000000 19.006846 28.341627 0.802740 
 55.000000  83.090000 3000.000000  11.900000 20.717462 26.198143 0.802740 
 55.000000  83.090000 3000.000000  12.800000 22.428078 24.356086 0.802740 
 55.000000  83.090000 3000.000000  13.700000 24.138694 22.756051 0.802740 
 55.000000  83.090000 3000.000000  14.600000 25.849310 21.353281 0.802740 
 55.000000  83.090000 3000.000000  16.400000 29.270542 19.009628 0.802740 
 55.000000  83.090000 3000.000000  17.300000 30.981158 18.020688 0.802740 
 55.000000  83.090000 3000.000000  18.200000 32.691775 17.129555 0.802740 
 55.000000  83.090000 3000.000000  19.100000 34.402391 16.322403 0.802740 
 55.000000  83.090000 3000.000000  20.000000 36.113007 15.587895 0.802740 
 55.000000  86.080000 1800.000000  11.000000 21.485355 46.126450 0.000000 
 55.000000  86.080000 1800.000000  11.900000 23.419037 42.637895 0.000000 
 55.000000  86.080000 2000.000000  11.000000 21.485355 41.513805 0.088762 
 55.000000  86.080000 2000.000000  11.900000 23.419037 38.374106 0.088762 
 55.000000  86.080000 2000.000000  13.700000 27.286401 33.332252 0.088762 
 55.000000  86.080000 2000.000000  14.600000 29.220083 31.277524 0.088762 
 55.000000  86.080000 2000.000000  17.300000 35.021129 26.396061 0.088762 
 55.000000  86.080000 2200.000000  11.000000 21.485355 37.739823 0.197638 
 55.000000  86.080000 2200.000000  11.900000 23.419037 34.885551 0.197638 
 55.000000  86.080000 2200.000000  12.800000 25.352719 32.432660 0.197638 
 55.000000  86.080000 2200.000000  13.700000 27.286401 30.302048 0.197638 
 55.000000  86.080000 2400.000000  11.000000 21.485355 34.594838 0.306514 
 55.000000  86.080000 2400.000000  11.900000 23.419037 31.978421 0.306514 
 55.000000  86.080000 2400.000000  12.800000 25.352719 29.729939 0.306514 
 55.000000  86.080000 2400.000000  13.700000 27.286401 27.776877 0.306514 
 55.000000  86.080000 2600.000000  11.000000 21.485355 31.933696 0.415390 
 55.000000  86.080000 2600.000000  11.900000 23.419037 29.518543 0.415390 
 55.000000  86.080000 2600.000000  12.800000 25.352719 27.443020 0.415390 
 55.000000  86.080000 2600.000000  13.700000 27.286401 25.640194 0.415390 
 55.000000  86.080000 2600.000000  14.600000 29.220083 24.059634 0.415390 
 55.000000  86.080000 2600.000000  15.500000 31.153765 22.662623 0.415390 
 55.000000  86.080000 2600.000000  18.200000 36.954811 19.300586 0.415390 
 55.000000  86.080000 2600.000000  19.100000 38.888493 18.391134 0.415390 
 55.000000  86.080000 2600.000000  20.000000 40.822175 17.563533 0.415390 
 55.000000  86.080000 2800.000000  11.000000 21.485355 29.652718 0.524266 
 55.000000  86.080000 2800.000000  11.900000 23.419037 27.410075 0.524266 
 55.000000  86.080000 2800.000000  12.800000 25.352719 25.482804 0.524266 
 55.000000  86.080000 2800.000000  13.700000 27.286401 23.808752 0.524266 
 55.000000  86.080000 2800.000000  14.600000 29.220083 22.341089 0.524266 
 55.000000  86.080000 2800.000000  15.500000 31.153765 21.043864 0.524266 
 55.000000  86.080000 2800.000000  17.300000 35.021129 18.854329 0.524266 
 55.000000  86.080000 2800.000000  18.200000 36.954811 17.921972 0.524266 
 55.000000  86.080000 2800.000000  19.100000 38.888493 17.077482 0.524266 
 55.000000  86.080000 2800.000000  20.000000 40.822175 16.308995 0.524266 
 55.000000  86.080000 3000.000000  11.000000 21.485355 27.675870 0.633142 
 55.000000  86.080000 3000.000000  11.900000 23.419037 25.582737 0.633142 
 55.000000  86.080000 3000.000000  12.800000 25.352719 23.783951 0.633142 
 55.000000  86.080000 3000.000000  13.700000 27.286401 22.221502 0.633142 
 55.000000  86.080000 3000.000000  14.600000 29.220083 20.851683 0.633142 
 55.000000  86.080000 3000.000000  15.500000 31.153765 19.640940 0.633142 
 55.000000  86.080000 3000.000000  17.300000 35.021129 17.597374 0.633142 
 55.000000  86.080000 3000.000000  19.100000 38.888493 15.938983 0.633142 
 55.000000  86.080000 3000.000000  20.000000 40.822175 15.221729 0.633142 
 55.000000  89.070000 2000.000000  11.000000 24.051478 40.553908 0.000000 
 55.000000  89.070000 2000.000000  11.900000 26.216111 37.486806 0.000000 
 55.000000  89.070000 2000.000000  13.700000 30.545377 32.561532 0.000000 
 55.000000  89.070000 2000.000000  15.500000 34.874643 28.780193 0.000000 
 55.000000  89.070000 2200.000000  11.000000 24.051478 36.867189 0.095181 
 55.000000  89.070000 2200.000000  11.900000 26.216111 34.078914 0.095181 
 55.000000  89.070000 2200.000000  12.800000 28.380744 31.682741 0.095181 
 55.000000  89.070000 2200.000000  13.700000 30.545377 29.601393 0.095181 
 55.000000  89.070000 2200.000000  14.600000 32.710010 27.776649 0.095181 
 55.000000  89.070000 2200.000000  15.500000 34.874643 26.163812 0.095181 
 55.000000  89.070000 2200.000000  18.200000 41.368542 22.282367 0.095181 
 55.000000  89.070000 2200.000000  19.100000 43.533175 21.232413 0.095181 
 55.000000  89.070000 2400.000000  11.000000 24.051478 33.794923 0.194743 
 55.000000  89.070000 2400.000000  11.900000 26.216111 31.239005 0.194743 
 55.000000  89.070000 2400.000000  13.700000 30.545377 27.134610 0.194743 
 55.000000  89.070000 2600.000000  11.000000 24.051478 31.195314 0.294305 
 55.000000  89.070000 2600.000000  11.900000 26.216111 28.836004 0.294305 
 55.000000  89.070000 2600.000000  12.800000 28.380744 26.808473 0.294305 
 55.000000  89.070000 2600.000000  13.700000 30.545377 25.047332 0.294305 
 55.000000  89.070000 2600.000000  14.600000 32.710010 23.503319 0.294305 
 55.000000  89.070000 2600.000000  15.500000 34.874643 22.138610 0.294305 
 55.000000  89.070000 2600.000000  17.300000 39.203909 19.835171 0.294305 
 55.000000  89.070000 2600.000000  18.200000 41.368542 18.854311 0.294305 
 55.000000  89.070000 2600.000000  20.000000 45.697808 17.157423 0.294305 
 55.000000  89.070000 2800.000000  11.000000 24.051478 28.967077 0.393867 
 55.000000  89.070000 2800.000000  11.900000 26.216111 26.776290 0.393867 
 55.000000  89.070000 2800.000000  12.800000 28.380744 24.893582 0.393867 
 55.000000  89.070000 2800.000000  13.700000 30.545377 23.258237 0.393867 
 55.000000  89.070000 2800.000000  14.600000 32.710010 21.824510 0.393867 
 55.000000  89.070000 2800.000000  15.500000 34.874643 20.557281 0.393867 
 55.000000  89.070000 2800.000000  18.200000 41.368542 17.507574 0.393867 
 55.000000  89.070000 2800.000000  19.100000 43.533175 16.682610 0.393867 
 55.000000  89.070000 2800.000000  20.000000 45.697808 15.931892 0.393867 
 55.000000  89.070000 3000.000000  11.000000 24.051478 27.035939 0.493429 
 55.000000  89.070000 3000.000000  11.900000 26.216111 24.991204 0.493429 
 55.000000  89.070000 3000.000000  12.800000 28.380744 23.234010 0.493429 
 55.000000  89.070000 3000.000000  13.700000 30.545377 21.707688 0.493429 
 55.000000  89.070000 3000.000000  14.600000 32.710010 20.369543 0.493429 
 55.000000  89.070000 3000.000000  15.500000 34.874643 19.186795 0.493429 
 55.000000  89.070000 3000.000000  17.300000 39.203909 17.190481 0.493429 
 55.000000  89.070000 3000.000000  18.200000 41.368542 16.340403 0.493429 
 55.000000  89.070000 3000.000000  19.100000 43.533175 15.570436 0.493429 
 55.000000  89.070000 3000.000000  20.000000 45.697808 14.869766 0.493429 
 55.000000  92.060000 2200.000000  11.000000 26.705214 36.028209 0.009321 
 55.000000  92.060000 2200.000000  11.900000 29.108683 33.303386 0.009321 
 55.000000  92.060000 2200.000000  12.800000 31.512152 30.961742 0.009321 
 55.000000  92.060000 2200.000000  14.600000 36.319091 27.144541 0.009321 
 55.000000  92.060000 2200.000000  17.300000 43.529498 22.908110 0.009321 
 55.000000  92.060000 2200.000000  18.200000 45.932967 21.775291 0.009321 
 55.000000  92.060000 2200.000000  20.000000 50.739906 19.815515 0.009321 
 55.000000  92.060000 2400.000000  11.000000 26.705214 33.025858 0.101077 
 55.000000  92.060000 2400.000000  11.900000 29.108683 30.528104 0.101077 
 55.000000  92.060000 2400.000000  12.800000 31.512152 28.381597 0.101077 
 55.000000  92.060000 2400.000000  14.600000 36.319091 24.882496 0.101077 
 55.000000  92.060000 2400.000000  16.400000 41.126029 22.151490 0.101077 
 55.000000  92.060000 2400.000000  17.300000 43.529498 20.999101 0.101077 
 55.000000  92.060000 2400.000000  20.000000 50.739906 18.164222 0.101077 
 55.000000  92.060000 2600.000000  11.000000 26.705214 30.485408 0.192833 
 55.000000  92.060000 2600.000000  12.800000 31.512152 26.198397 0.192833 
 55.000000  92.060000 2600.000000  14.600000 36.319091 22.968458 0.192833 
 55.000000  92.060000 2600.000000  17.300000 43.529498 19.383785 0.192833 
 55.000000  92.060000 2600.000000  18.200000 45.932967 18.425246 0.192833 
 55.000000  92.060000 2800.000000  11.000000 26.705214 28.307878 0.284590 
 55.000000  92.060000 2800.000000  11.900000 29.108683 26.166946 0.284590 
 55.000000  92.060000 2800.000000  12.800000 31.512152 24.327083 0.284590 
 55.000000  92.060000 2800.000000  13.700000 33.915621 22.728953 0.284590 
 55.000000  92.060000 2800.000000  14.600000 36.319091 21.327854 0.284590 
 55.000000  92.060000 2800.000000  16.400000 41.126029 18.986992 0.284590 
 55.000000  92.060000 2800.000000  17.300000 43.529498 17.999229 0.284590 
 55.000000  92.060000 2800.000000  18.200000 45.932967 17.109157 0.284590 
 55.000000  92.060000 2800.000000  19.100000 48.336437 16.302967 0.284590 
 55.000000  92.060000 2800.000000  20.000000 50.739906 15.569333 0.284590 
 55.000000  92.060000 3000.000000  11.000000 26.705214 26.420687 0.376346 
 55.000000  92.060000 3000.000000  11.900000 29.108683 24.422483 0.376346 
 55.000000  92.060000 3000.000000  12.800000 31.512152 22.705277 0.376346 
 55.000000  92.060000 3000.000000  13.700000 33.915621 21.213690 0.376346 
 55.000000  92.060000 3000.000000  14.600000 36.319091 19.905997 0.376346 
 55.000000  92.060000 3000.000000  15.500000 38.722560 18.750165 0.376346 
 55.000000  92.060000 3000.000000  16.400000 41.126029 17.721192 0.376346 
 55.000000  92.060000 3000.000000  17.300000 43.529498 16.799280 0.376346 
 55.000000  92.060000 3000.000000  18.200000 45.932967 15.968547 0.376346 
 55.000000  92.060000 3000.000000  19.100000 48.336437 15.216102 0.376346 
 55.000000  92.060000 3000.000000  20.000000 50.739906 14.531378 0.376346 
 55.000000  95.050000 2400.000000  11.000000 29.446562 32.286249 0.021447 
 55.000000  95.050000 2400.000000  11.900000 32.096753 29.844431 0.021447 
 55.000000  95.050000 2400.000000  12.800000 34.746943 27.745995 0.021447 
 55.000000  95.050000 2400.000000  13.700000 37.397134 25.923265 0.021447 
 55.000000  95.050000 2400.000000  15.500000 42.697515 22.912822 0.021447 
 55.000000  95.050000 2400.000000  16.400000 45.347706 21.655411 0.021447 
 55.000000  95.050000 2400.000000  18.200000 50.648087 19.513667 0.021447 
 55.000000  95.050000 2400.000000  19.100000 53.298278 18.594175 0.021447 
 55.000000  95.050000 2600.000000  11.000000 29.446562 29.802691 0.106567 
 55.000000  95.050000 2600.000000  11.900000 32.096753 27.548706 0.106567 
 55.000000  95.050000 2600.000000  12.800000 34.746943 25.611688 0.106567 
 55.000000  95.050000 2600.000000  14.600000 40.047325 22.454082 0.106567 
 55.000000  95.050000 2600.000000  15.500000 42.697515 21.150297 0.106567 
 55.000000  95.050000 2600.000000  16.400000 45.347706 19.989610 0.106567 
 55.000000  95.050000 2600.000000  19.100000 53.298278 17.163853 0.106567 
 55.000000  95.050000 2600.000000  20.000000 55.948468 16.391480 0.106567 
 55.000000  95.050000 2800.000000  11.000000 29.446562 27.673927 0.191688 
 55.000000  95.050000 2800.000000  11.900000 32.096753 25.580941 0.191688 
 55.000000  95.050000 2800.000000  12.800000 34.746943 23.782281 0.191688 
 55.000000  95.050000 2800.000000  13.700000 37.397134 22.219942 0.191688 
 55.000000  95.050000 2800.000000  14.600000 40.047325 20.850219 0.191688 
 55.000000  95.050000 2800.000000  15.500000 42.697515 19.639561 0.191688 
 55.000000  95.050000 2800.000000  16.400000 45.347706 18.561781 0.191688 
 55.000000  95.050000 2800.000000  18.200000 50.648087 16.726000 0.191688 
 55.000000  95.050000 2800.000000  19.100000 53.298278 15.937864 0.191688 
 55.000000  95.050000 2800.000000  20.000000 55.948468 15.220660 0.191688 
 55.000000  95.050000 3000.000000  11.000000 29.446562 25.828999 0.276808 
 55.000000  95.050000 3000.000000  11.900000 32.096753 23.875545 0.276808 
 55.000000  95.050000 3000.000000  12.800000 34.746943 22.196796 0.276808 
 55.000000  95.050000 3000.000000  13.700000 37.397134 20.738612 0.276808 
 55.000000  95.050000 3000.000000  14.600000 40.047325 19.460205 0.276808 
 55.000000  95.050000 3000.000000  15.500000 42.697515 18.330257 0.276808 
 55.000000  95.050000 3000.000000  16.400000 45.347706 17.324328 0.276808 
 55.000000  95.050000 3000.000000  18.200000 50.648087 15.610933 0.276808 
 55.000000  95.050000 3000.000000  19.100000 53.298278 14.875340 0.276808 
 55.000000  95.050000 3000.000000  20.000000 55.948468 14.205949 0.276808 
 55.000000  98.040000 2600.000000  11.000000 32.275524 29.145920 0.032326 
 55.000000  98.040000 2600.000000  11.900000 35.180321 26.941607 0.032326 
 55.000000  98.040000 2600.000000  12.800000 38.085118 25.047275 0.032326 
 55.000000  98.040000 2600.000000  13.700000 40.989915 23.401834 0.032326 
 55.000000  98.040000 2600.000000  14.600000 43.894712 21.959255 0.032326 
 55.000000  98.040000 2600.000000  17.300000 52.609104 18.532088 0.032326 
 55.000000  98.040000 2600.000000  18.200000 55.513901 17.615666 0.032326 
 55.000000  98.040000 2600.000000  19.100000 58.418698 16.785608 0.032326 
 55.000000  98.040000 2600.000000  20.000000 61.323495 16.030256 0.032326 
 55.000000  98.040000 2800.000000  11.000000 32.275524 27.064069 0.111735 
 55.000000  98.040000 2800.000000  11.900000 35.180321 25.017206 0.111735 
 55.000000  98.040000 2800.000000  12.800000 38.085118 23.258184 0.111735 
 55.000000  98.040000 2800.000000  13.700000 40.989915 21.730274 0.111735 
 55.000000  98.040000 2800.000000  14.600000 43.894712 20.390737 0.111735 
 55.000000  98.040000 2800.000000  16.400000 49.704307 18.152729 0.111735 
 55.000000  98.040000 2800.000000  17.300000 52.609104 17.208367 0.111735 
 55.000000  98.040000 2800.000000  18.200000 55.513901 16.357404 0.111735 
 55.000000  98.040000 2800.000000  19.100000 58.418698 15.586636 0.111735 
 55.000000  98.040000 2800.000000  20.000000 61.323495 14.885238 0.111735 
 55.000000  98.040000 3000.000000  11.000000 32.275524 25.259797 0.191145 
 55.000000  98.040000 3000.000000  11.900000 35.180321 23.349393 0.191145 
 55.000000  98.040000 3000.000000  12.800000 38.085118 21.707638 0.191145 
 55.000000  98.040000 3000.000000  13.700000 40.989915 20.281589 0.191145 
 55.000000  98.040000 3000.000000  14.600000 43.894712 19.031354 0.191145 
 55.000000  98.040000 3000.000000  15.500000 46.799510 17.926308 0.191145 
 55.000000  98.040000 3000.000000  16.400000 49.704307 16.942547 0.191145 
 55.000000  98.040000 3000.000000  17.300000 52.609104 16.061143 0.191145 
 55.000000  98.040000 3000.000000  18.200000 55.513901 15.266911 0.191145 
 55.000000  98.040000 3000.000000  19.100000 58.418698 14.547527 0.191145 
 55.000000  98.040000 3000.000000  20.000000 61.323495 13.892889 0.191145 
 55.000000 101.030000 2600.000000  11.000000 35.192098 28.513897 0.000000 
 55.000000 101.030000 2800.000000  11.000000 35.192098 26.477190 0.042199 
 55.000000 101.030000 2800.000000  11.900000 38.359387 24.474714 0.042199 
 55.000000 101.030000 2800.000000  12.800000 41.526676 22.753835 0.042199 
 55.000000 101.030000 2800.000000  13.700000 44.693965 21.259058 0.042199 
 55.000000 101.030000 2800.000000  14.600000 47.861254 19.948568 0.042199 
 55.000000 101.030000 2800.000000  15.500000 51.028543 18.790264 0.042199 
 55.000000 101.030000 2800.000000  16.400000 54.195832 17.759091 0.042199 
 55.000000 101.030000 2800.000000  17.300000 57.363120 16.835208 0.042199 
 55.000000 101.030000 2800.000000  18.200000 60.530409 16.002697 0.042199 
 55.000000 101.030000 2800.000000  19.100000 63.697698 15.248644 0.042199 
 55.000000 101.030000 2800.000000  20.000000 66.864987 14.562455 0.042199 
 55.000000 101.030000 3000.000000  11.000000 35.192098 24.712044 0.116642 
 55.000000 101.030000 3000.000000  11.900000 38.359387 22.843066 0.116642 
 55.000000 101.030000 3000.000000  12.800000 41.526676 21.236913 0.116642 
 55.000000 101.030000 3000.000000  13.700000 44.693965 19.841787 0.116642 
 55.000000 101.030000 3000.000000  14.600000 47.861254 18.618663 0.116642 
 55.000000 101.030000 3000.000000  15.500000 51.028543 17.537580 0.116642 
 55.000000 101.030000 3000.000000  16.400000 54.195832 16.575152 0.116642 
 55.000000 101.030000 3000.000000  17.300000 57.363120 15.712860 0.116642 
 55.000000 101.030000 3000.000000  18.200000 60.530409 14.935851 0.116642 
 55.000000 101.030000 3000.000000  19.100000 63.697698 14.232067 0.116642 
 55.000000 101.030000 3000.000000  20.000000 66.864987 13.591624 0.116642 
 55.000000 104.020000 2800.000000  11.000000 38.196286 25.912224 0.000000 
 55.000000 104.020000 2800.000000  13.700000 48.509283 20.805435 0.000000 
 55.000000 104.020000 2800.000000  14.600000 51.946949 19.522909 0.000000 
 55.000000 104.020000 2800.000000  15.500000 55.384615 18.389320 0.000000 
 55.000000 104.020000 2800.000000  17.300000 62.259946 16.475981 0.000000 
 55.000000 104.020000 2800.000000  18.200000 65.697612 15.661234 0.000000 
 55.000000 104.020000 2800.000000  19.100000 69.135278 14.923270 0.000000 
 55.000000 104.020000 2800.000000  20.000000 72.572943 14.251723 0.000000 
 55.000000 104.020000 3000.000000  11.000000 38.196286 24.184743 0.051248 
 55.000000 104.020000 3000.000000  11.900000 41.633952 22.355644 0.051248 
 55.000000 104.020000 3000.000000  12.800000 45.071617 20.783763 0.051248 
 55.000000 104.020000 3000.000000  13.700000 48.509283 19.418406 0.051248 
 55.000000 104.020000 3000.000000  14.600000 51.946949 18.221381 0.051248 
 55.000000 104.020000 3000.000000  15.500000 55.384615 17.163366 0.051248 
 55.000000 104.020000 3000.000000  16.400000 58.822280 16.221474 0.051248 
 55.000000 104.020000 3000.000000  17.300000 62.259946 15.377582 0.051248 
 55.000000 104.020000 3000.000000  18.200000 65.697612 14.617152 0.051248 
 55.000000 104.020000 3000.000000  19.100000 69.135278 13.928386 0.051248 
 55.000000 104.020000 3000.000000  20.000000 72.572943 13.301608 0.051248 
 55.000000 107.010000 3000.000000  11.000000 41.288086 23.676939 0.000000 
 55.000000 107.010000 3000.000000  11.900000 45.004014 21.886246 0.000000 
 55.000000 107.010000 3000.000000  12.800000 48.719942 20.347369 0.000000 
 55.000000 107.010000 3000.000000  13.700000 52.435870 19.010681 0.000000 
 55.000000 107.010000 3000.000000  14.600000 56.151798 17.838789 0.000000 
 55.000000 107.010000 3000.000000  15.500000 59.867725 16.802989 0.000000 
 55.000000 107.010000 3000.000000  16.400000 63.583653 15.880873 0.000000 
 55.000000 107.010000 3000.000000  17.300000 67.299581 15.054701 0.000000 
 55.000000 107.010000 3000.000000  18.200000 71.015509 14.310238 0.000000 
 55.000000 107.010000 3000.000000  19.100000 74.731437 13.635933 0.000000 
 55.000000 107.010000 3000.000000  20.000000 78.447364 13.022316 0.000000 
 57.500000  80.100000 1400.000000  11.000000 15.237824 61.238328 0.040690 
 57.500000  80.100000 1400.000000  11.900000 16.609228 56.606858 0.040690 
 57.500000  80.100000 1400.000000  12.800000 17.980632 52.626688 0.040690 
 57.500000  80.100000 1400.000000  13.700000 19.352036 49.169460 0.040690 
 57.500000  80.100000 1400.000000  14.600000 20.723441 46.138466 0.040690 
 57.500000  80.100000 1400.000000  16.400000 23.466249 41.074488 0.040690 
 57.500000  80.100000 1400.000000  18.200000 26.209057 37.012176 0.040690 
 57.500000  80.100000 1600.000000  11.000000 15.237824 53.583537 0.189361 
 57.500000  80.100000 1600.000000  11.900000 16.609228 49.531001 0.189361 
 57.500000  80.100000 1600.000000  12.800000 17.980632 46.048352 0.189361 
 57.500000  80.100000 1600.000000  14.600000 20.723441 40.371158 0.189361 
 57.500000  80.100000 1600.000000  18.200000 26.209057 32.385654 0.189361 
 57.500000  80.100000 1800.000000  11.000000 15.237824 47.629811 0.338031 
 57.500000  80.100000 1800.000000  11.900000 16.609228 44.027556 0.338031 
 57.500000  80.100000 1800.000000  12.800000 17.980632 40.931869 0.338031 
 57.500000  80.100000 1800.000000  13.700000 19.352036 38.242914 0.338031 
 57.500000  80.100000 2000.000000  11.000000 15.237824 42.866830 0.486701 
 57.500000  80.100000 2000.000000  11.900000 16.609228 39.624801 0.486701 
 57.500000  80.100000 2000.000000  12.800000 17.980632 36.838682 0.486701 
 57.500000  80.100000 2000.000000  13.700000 19.352036 34.418622 0.486701 
 57.500000  80.100000 2000.000000  14.600000 20.723441 32.296926 0.486701 
 57.500000  80.100000 2000.000000  16.400000 23.466249 28.752142 0.486701 
 57.500000  80.100000 2200.000000  11.000000 15.237824 38.969845 0.635371 
 57.500000  80.100000 2200.000000  11.900000 16.609228 36.022546 0.635371 
 57.500000  80.100000 2200.000000  12.800000 17.980632 33.489711 0.635371 
 57.500000  80.100000 2200.000000  14.600000 20.723441 29.360842 0.635371 
 57.500000  80.100000 2400.000000  11.000000 15.237824 35.722358 0.784041 
 57.500000  80.100000 2400.000000  11.900000 16.609228 33.020667 0.784041 
 57.500000  80.100000 2400.000000  12.800000 17.980632 30.698901 0.784041 
 57.500000  80.100000 2400.000000  14.600000 20.723441 26.914105 0.784041 
 57.500000  80.100000 2600.000000  11.000000 15.237824 32.974484 0.932711 
 57.500000  80.100000 2600.000000  11.900000 16.609228 30.480616 0.932711 
