    -0.413      0.487      0.048      1.228 
    -0.413      0.493      0.050      1.187 
    -0.413      0.500      0.053      1.145 
    -0.413      0.507      0.056      1.103 
    -0.413      0.513      0.058      1.061 
    -0.413      0.520      0.061      1.019 
    -0.413      0.527      0.064      0.978 
    -0.413      0.533      0.067      0.937 
    -0.413      0.540      0.070      0.896 
    -0.407      0.420      0.026      1.649 
    -0.407      0.440      0.031      1.535 
    -0.407      0.447      0.033      1.496 
    -0.407      0.453      0.035      1.456 
    -0.407      0.460      0.037      1.416 
    -0.407      0.467      0.039      1.375 
    -0.407      0.473      0.041      1.334 
    -0.407      0.480      0.044      1.292 
    -0.407      0.487      0.046      1.251 
    -0.407      0.493      0.049      1.209 
    -0.407      0.500      0.051      1.167 
    -0.407      0.507      0.054      1.125 
    -0.407      0.513      0.057      1.083 
    -0.407      0.520      0.060      1.042 
    -0.407      0.527      0.063      1.000 
    -0.400      0.400      0.020      1.779 
    -0.400      0.407      0.021      1.744 
    -0.400      0.413      0.023      1.709 
    -0.400      0.420      0.024      1.673 
    -0.400      0.427      0.026      1.636 
    -0.400      0.433      0.028      1.598 
    -0.400      0.440      0.030      1.559 
    -0.400      0.447      0.032      1.520 
    -0.400      0.453      0.034      1.480 
    -0.400      0.460      0.036      1.440 
    -0.400      0.467      0.038      1.399 
    -0.400      0.473      0.040      1.358 
    -0.400      0.480      0.042      1.316 
    -0.400      0.487      0.045      1.275 
    -0.400      0.493      0.047      1.233 
    -0.400      0.500      0.050      1.191 
    -0.400      0.507      0.053      1.149 
    -0.400      0.513      0.056      1.107 
    -0.393      0.353      0.012      2.013 
    -0.393      0.393      0.017      1.837 
    -0.393      0.400      0.019      1.804 
    -0.393      0.407      0.020      1.770 
    -0.393      0.413      0.022      1.734 
    -0.393      0.420      0.023      1.698 
    -0.393      0.427      0.025      1.661 
    -0.393      0.433      0.026      1.623 
    -0.393      0.440      0.028      1.584 
    -0.393      0.447      0.030      1.545 
    -0.393      0.453      0.032      1.505 
    -0.393      0.460      0.034      1.465 
    -0.393      0.467      0.036      1.424 
    -0.393      0.473      0.039      1.383 
    -0.393      0.480      0.041      1.342 
    -0.393      0.487      0.044      1.300 
    -0.393      0.493      0.046      1.258 
    -0.393      0.500      0.049      1.216 
    -0.387      0.347      0.010      2.064 
    -0.387      0.353      0.010      2.040 
    -0.387      0.360      0.011      2.014 
    -0.387      0.380      0.014      1.928 
    -0.387      0.387      0.015      1.896 
    -0.387      0.393      0.016      1.864 
    -0.387      0.400      0.018      1.831 
    -0.387      0.407      0.019      1.796 
    -0.387      0.413      0.020      1.761 
    -0.387      0.420      0.022      1.725 
    -0.387      0.427      0.024      1.688 
    -0.387      0.433      0.025      1.650 
    -0.387      0.440      0.027      1.611 
    -0.387      0.447      0.029      1.572 
    -0.387      0.453      0.031      1.532 
    -0.387      0.460      0.033      1.492 
    -0.387      0.467      0.035      1.451 
    -0.387      0.473      0.038      1.410 
    -0.387      0.480      0.040      1.368 
    -0.387      0.487      0.042      1.327 
    -0.380      0.340      0.008      2.115 
    -0.380      0.347      0.009      2.092 
    -0.380      0.353      0.009      2.068 
    -0.380      0.360      0.010      2.042 
    -0.380      0.367      0.011      2.014 
    -0.380      0.380      0.013      1.956 
    -0.380      0.387      0.014      1.924 
    -0.380      0.393      0.015      1.892 
    -0.380      0.400      0.016      1.859 
    -0.380      0.407      0.018      1.824 
    -0.380      0.413      0.019      1.789 
    -0.380      0.420      0.021      1.753 
    -0.380      0.427      0.022      1.716 
    -0.380      0.433      0.024      1.678 
    -0.380      0.440      0.026      1.639 
    -0.380      0.460      0.032      1.520 
    -0.380      0.467      0.034      1.479 
    -0.373      0.340      0.007      2.145 
    -0.373      0.347      0.008      2.121 
    -0.373      0.353      0.008      2.097 
    -0.373      0.360      0.009      2.071 
    -0.373      0.367      0.010      2.043 
    -0.373      0.373      0.011      2.015 
    -0.373      0.380      0.012      1.985 
    -0.373      0.387      0.013      1.954 
    -0.373      0.393      0.014      1.921 
    -0.373      0.400      0.015      1.888 
    -0.373      0.407      0.017      1.854 
    -0.373      0.413      0.018      1.818 
    -0.373      0.420      0.020      1.782 
    -0.367      0.333      0.006      2.197 
    -0.367      0.340      0.006      2.175 
    -0.367      0.347      0.007      2.152 
    -0.367      0.353      0.007      2.127 
    -0.367      0.360      0.008      2.101 
    -0.367      0.367      0.009      2.074 
    -0.367      0.387      0.012      1.984 
    -0.367      0.393      0.013      1.952 
    -0.367      0.400      0.014      1.919 
    -0.367      0.407      0.016      1.884 
    -0.367      0.413      0.017      1.849 
    -0.360      0.327      0.004      2.249 
    -0.360      0.333      0.005      2.229 
    -0.360      0.340      0.005      2.207 
    -0.360      0.347      0.006      2.184 
    -0.360      0.353      0.006      2.159 
    -0.360      0.360      0.007      2.133 
    -0.360      0.367      0.008      2.106 
    -0.360      0.393      0.012      1.984 
    -0.360      0.400      0.014      1.950 
    -0.360      0.407      0.015      1.916 
    -0.353      0.320      0.003      2.300 
    -0.353      0.327      0.004      2.282 
    -0.353      0.333      0.004      2.261 
    -0.353      0.340      0.004      2.240 
    -0.353      0.347      0.005      2.217 
    -0.353      0.353      0.006      2.192 
    -0.347      0.320      0.003      2.334 
    -0.347      0.327      0.003      2.315 
    -0.347      0.333      0.003      2.295 
    -0.347      0.340      0.004      2.274 
    -0.347      0.353      0.005      2.226 
    -0.340      0.307      0.002      2.401 
    -0.340      0.313      0.002      2.386 
    -0.340      0.320      0.002      2.369 
    -0.340      0.327      0.002      2.350 
    -0.340      0.333      0.003      2.330 
    -0.340      0.340      0.003      2.309 
    -0.333      0.307      0.001      2.437 
    -0.333      0.313      0.001      2.422 
    -0.333      0.320      0.002      2.405 
    -0.333      0.333      0.002      2.366 
    -0.327      0.300      0.001      2.488 
    -0.327      0.307      0.001      2.474 
    -0.327      0.313      0.001      2.459 
    -0.327      0.320      0.001      2.442 
    -0.320      0.300      0.000      2.525 
    -0.320      0.307      0.000      2.512 
    -0.320      0.313      0.001      2.496 
    -0.313      0.300      0.000      2.564 
    -0.313      0.307      0.000      2.550 
    -0.313      0.313      0.000      2.534 
    -0.307      0.300      0.000      2.602 
    -0.307      0.307      0.000      2.589 
    -0.300      0.300      0.000      2.642 
